Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Guatemala,GTM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.245179683,10.23493319,14.47208518,17.50468924,22.60845985,28.48804939,36.18150088,68.28284777,74.56020351,
Guam,GUM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0666566,181.5995792,231.2557814,299.2388113,316.7387092,710.5212755,650.5022982,730.4557435,856.618889,
Guyana,GUY,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.334336755,5.31895089,6.619018558,9.219199642,14.40959941,27.36398795,31.11363477,32.24886839,47.49654687,
High income,HIC,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.227364,1393.66363,1888.250661,2154.505275,2613.107985,3314.789052,7016.871383,18739.3828,34193.08481,
"Hong Kong SAR, China",HKG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.4530907,639.3178347,998.307716,1161.598574,1553.634415,2331.820114,3873.320067,10484.86816,19403.56999,
Honduras,HND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.011443384,8.254063859,10.7630281,13.29768946,16.07934442,20.3008565,30.31023769,79.54172934,74.78470454,
Heavily indebted poor countries (HIPC),HPC,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.536924121,0.712243556,1.286998115,1.640751658,2.214643488,3.045472004,8.170945756,16.51213689,15.15662464,
Croatia,HRV,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.7996972,172.6384624,313.0595999,396.8805051,500.661926,635.6450322,1724.580288,14607.96391,19547.36636,
Haiti,HTI,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.201018723,0.396027057,1.07307337,1.34606674,2.369891084,3.83337282,4.520307713,4.552753022,5.304240444,
Hungary,HUN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.6996143,217.8158307,393.1308152,515.4106678,668.1215608,926.5441488,4125.932862,13627.14174,19257.25666,
IBRD only,IBD,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.878408213,13.01587749,23.48470821,29.7826521,39.92940208,60.96682073,233.7460149,887.2596402,1259.40511,
IDA & IBRD total,IBT,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.936127469,10.13765564,18.27275971,23.09811607,30.90988499,46.85294816,180.7345997,681.8467963,959.9362896,
IDA total,IDA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59507595,0.860962989,1.681787554,2.145829851,2.959784844,4.07059621,22.11271909,75.2388545,83.55626689,
IDA blend,IDB,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.891135467,1.294345469,2.582930444,3.330195981,4.692261386,6.268412137,42.64403607,168.2661314,176.0716289,
Indonesia,IDN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.637485415,2.427420078,5.31288863,7.823470668,11.78227466,17.68303438,306.2233068,1280.673602,1282.999301,
IDA only,IDX,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.441641701,0.635907524,1.21319575,1.532011649,2.059288695,2.943126267,11.57363828,27.47288789,35.71712596,
Isle of Man,IMN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.92265812,247.390618,520.5067843,809.7551681,1066.021464,1585.890381,3397.889226,4545.563291,8254.338285,
India,IND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.669797814,2.273074958,4.506302381,6.152183171,8.444708758,11.68795322,38.29568349,123.1015668,187.8077374,
Not classified,INX,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.3972135,1508.050944,2466.77217,2641.757371,2807.799491,3194.414581,11743.44184,38597.46707,69791.61044,
"Iran, Islamic Rep.",IRN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.247245908,1.701615527,2.369609836,3.111845629,5.215207809,12.26873264,64.12446551,225.6986273,494.5949505,
Iraq,IRQ,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033622514,0.260371746,0.564440069,0.904784955,1.540162602,2.445725899,4.151799401,10.41201183,11.31822156,
Iceland,ISL,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2333.032534,3269.44899,4580.376408,5522.54111,6576.334969,7611.50492,35663.71233,57638.32266,64605.99478,
Israel,ISR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.4094653,651.0597749,900.4487706,960.3573423,1008.678506,1304.99636,2119.588111,6967.624207,9610.86472,
Italy,ITA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0635662,190.4025751,303.2933462,374.9878723,493.0650442,628.0196689,1305.100864,7744.061541,12256.03633,
Jamaica,JAM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.19532746,32.20179983,51.72173565,71.01107528,85.21336034,121.4103945,121.8069546,137.2886619,153.6702835,
Jordan,JOR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.84321946,17.09484022,30.89901805,34.50534129,38.78902459,45.97167778,70.04159675,108.0868495,102.9528794,
Japan,JPN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.9007574,679.6210681,909.613019,1054.737338,1376.6696,1504.274782,2109.539994,5980.236099,11670.80142,
Kazakhstan,KAZ,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.492246478,5.496098042,12.02947412,17.37542962,26.89682638,48.16789287,264.1893599,1232.247257,1374.16909,
Kenya,KEN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.546489521,2.200181448,5.164239737,6.942020443,9.807284504,12.92860303,19.20423286,36.5779793,217.2279849,
Kyrgyz Republic,KGZ,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.835569669,1.45069452,6.777000999,7.692845654,14.05192357,22.83066696,42.27321326,103.0944468,170.2080497,
Cambodia,KHM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.698704016,1.237843091,2.976904498,3.992990438,4.64826908,10.17947051,20.48674346,55.15504815,81.10870055,
Kiribati,KIR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9.40114694,9.268699601,9.141519869,9.014693951,26.66097899,26.27936719,43.16037532,
St. Kitts and Nevis,KNA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.8405419,1456.104516,761.7214906,655.6595339,1201.402293,742.144015,891.0411622,3112.690941,4462.157472,
"Korea, Rep.",KOR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.3234928,208.5242503,268.327479,337.1083319,406.6080488,557.7188976,720.6067037,1196.513417,2063.977372,
Kuwait,KWT,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.88006353,116.7907173,187.8255032,224.0258985,259.0124689,332.6736349,398.0415849,484.2093273,412.1036161,
Latin America & Caribbean (excluding high income),LAC,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.47937189,26.70448307,43.65884863,54.97637648,68.57721744,95.07845922,272.181443,798.8275534,1003.093634,
Lao PDR,LAO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.480064137,0.94524406,1.862044245,2.598870195,3.313374769,4.153585345,8.326217096,16.39571784,20.39224772,
Lebanon,LBN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.75731432,30.75537311,49.10958189,57.31559131,72.49605184,83.73288872,88.21179055,119.3504342,174.4799366,
Liberia,LBR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513959658,0.248914546,0.483598865,0.470772778,0.917535362,0.894408382,2.180174885,1.913986306,2.282642146,
Libya,LBY,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.129457991,1.120459119,1.431810047,5.695878984,5.658565016,6.232165296,142.6334886,938.1946424,1099.786826,
St. Lucia,LCA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.95456243,51.26919747,113.2207919,129.5679753,140.2162696,139.5665621,183.3088921,193.4182532,252.9014949,
Latin America & Caribbean,LCN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.31277278,30.57794567,48.84803392,61.7096347,77.05236583,106.3202006,305.9372891,1011.472774,1233.415032,
Least developed countries: UN classification,LDC,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338516887,0.501926255,0.937480019,1.211793832,1.658180915,2.370621674,8.536919319,23.87628859,34.49335426,
Low income,LIC,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.290109777,0.381758961,0.809129567,1.000143439,1.40869416,1.927664435,3.642645363,15.24475549,18.63087889,
Liechtenstein,LIE,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3806.189921,7494.558179,9777.413628,11615.3138,14372.834,15452.36189,17552.71124,23915.34392,35162.22633,
Sri Lanka,LKA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.553495932,5.196417217,9.253365973,11.56181686,15.93031091,20.93466857,71.0748479,305.2135796,412.4134749,
Lower middle income,LMC,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.786534828,2.54833725,4.923432398,6.610492333,9.114181445,13.35343668,96.30429077,317.6534263,393.7707943,
Low & middle income,LMY,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.589848443,8.205639154,15.02303916,19.02056456,25.70145821,39.86549875,160.6073396,610.6904329,828.6170912,
Lesotho,LSO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.501107196,0.998110079,0.992560757,1.971881949,1.957486333,6.799347845,8.674694615,20.08212633,39.37134866,
Late-demographic dividend,LTE,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89529773,20.97532821,36.99120665,46.24675472,63.22530664,100.6367863,326.0358807,1133.135831,1792.661862,
Lithuania,LTU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.2521843,249.9905056,449.8333709,636.3076037,752.9753268,1185.234654,4377.611148,13058.25231,18345.7231,
Luxembourg,LUX,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.377086,1543.367667,2320.386631,3248.306832,4513.597414,5500.312498,11473.9508,43014.34091,43167.33802,
Latvia,LVA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.4076246,326.7451858,560.8756542,710.5071083,914.8442508,1312.750724,2938.449236,11948.01076,14508.89729,
"Macao SAR, China",MAC,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.9517111,263.2381561,381.1793156,415.6765482,503.2124268,752.3854605,1111.227147,1779.676671,2650.260593,
St. Martin (French part),MAF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27.02045448,54.86516885,55.53241705,111.5511183,332.7325662,246.1706783,295.1910691,
Morocco,MAR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.576829194,2.318356042,3.399324551,5.398079761,7.136099783,9.462374699,24.45461372,284.2785875,295.7328593,
Monaco,MCO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.2518252,1415.722851,2249.040044,3875.233734,4153.046461,5514.60841,7171.000788,9715.565743,10650.94876,
Moldova,MDA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.66802918,19.38209869,36.52178848,47.21002786,66.64047911,101.5726027,521.4031488,2837.544052,2992.202506,
Madagascar,MDG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.283665947,0.413907913,0.671241821,0.696826083,1.144558259,1.609303391,3.052897883,4.927545527,5.445053546,
Maldives,MDV,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.60804847,28.90970972,75.52166591,79.4046098,94.24962358,116.5052812,212.4021846,421.0297299,523.5642704,
Middle East & North Africa,MEA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4724161,23.58453885,36.2660074,41.10953558,48.51264861,65.48279577,108.6145246,311.3413494,423.1132974,
Mexico,MEX,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.41888193,17.29540446,26.82603,31.60893493,40.96211006,57.8869263,119.6594181,185.4824199,225.7454799,
Marshall Islands,MHL,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7411915,53.06822805,35.26279599,17.56296322,34.97787649,17.40977385,51.96154845,103.3449309,136.9558146,
Middle income,MIC,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.164020545,9.064974385,16.60497587,21.07157913,28.3776499,44.20357638,179.5397379,683.561935,924.5332409,
North Macedonia,MKD,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.79967558,22.19555539,45.31697294,65.02680308,97.70066538,114.9409809,466.6597781,498.0797273,464.7237246,
Mali,MLI,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465136275,0.451188175,0.876122587,0.972652418,1.47630065,2.236395234,3.172760305,7.670536831,10.53586676,
Malta,MLT,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654.97409,2039.551443,2597.445885,2601.140464,2867.281237,3527.669738,3234.831648,14102.59424,14447.9143,
Myanmar,MMR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019762526,0.019611452,0.097250348,0.173569423,0.707716696,1.044025096,20.49194776,9.909599538,9.197817213,
Middle East & North Africa (excluding high income),MNA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90217002,2.659269847,4.431832559,5.789936443,7.653004018,10.88534656,31.52779404,127.7424367,192.4539885,
Montenegro,MNE,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.98710423,27.41586153,48.34023793,57.95169726,69.15295669,94.83106408,139.8032791,223.3387374,416.1678812,
Mongolia,MNG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.191527911,12.63372801,28.67562172,40.59973794,59.18149946,75.03904532,437.4486112,1527.083329,1689.794487,
Northern Mariana Islands,MNP,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.6992829,222.1728505,220.9497155,438.0841121,433.9571467,466.1168878,409.3400726,247.5160001,246.123554,
Mozambique,MOZ,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.764929707,1.240310744,1.809943977,2.38647378,3.461897425,4.80733638,5.677338458,7.748959676,11.83212807,
Mauritania,MRT,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.717133703,1.111528552,0.269792373,0.523903901,0.254394927,3.459950211,3.362528083,4.203079737,5.450434093,
Mauritius,MUS,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.39027511,43.91554163,96.34663129,126.3255242,189.5420379,234.4359479,321.3365066,379.5627595,7844.761294,
Malawi,MWI,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.206332879,0.334177421,1.299038289,1.452087214,1.903061719,2.269293067,5.230949623,10.41297638,15.37756468,
Malaysia,MYS,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.91628006,57.58970338,101.4168114,122.2985393,151.1054554,233.8544774,945.6472331,4917.725842,5713.037867,
North America,NAC,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363.195169,2853.343746,3673.437847,4109.890796,4886.52381,6061.496254,11312.5267,29951.25134,62215.72359,
Namibia,NAM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.607282925,11.12810723,29.16004491,33.13170749,42.66680742,63.06957006,78.45495477,119.4537758,149.4942316,
New Caledonia,NCL,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.1281281,172.9899744,320.4633205,379.2907263,552.1357956,785.6093979,1280.057856,2857.142857,3326.761952,
Niger,NER,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.182215467,0.11685819,0.22477983,0.270208122,0.259873139,0.299975057,0.240513683,0.462909985,0.490131689,
Nigeria,NGA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.643520143,0.952058797,1.734151398,2.223958838,2.993114103,3.549790544,47.39721608,222.8127116,184.2095617,
Nicaragua,NIC,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.635937271,5.59034084,10.69782229,12.7011273,16.44219275,21.85356824,34.5813609,122.3207105,69.29071212,
Netherlands,NLD,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2084.813637,3200.848448,4852.83106,5668.32607,7204.740134,9728.851778,24130.79407,70412.12761,100585.067,
Norway,NOR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.293426,2333.89756,3000.055992,3211.261938,3571.378517,4093.96973,7003.508823,14572.57273,20876.73794,
Nepal,NPL,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.888454139,1.294309914,2.334209786,2.93484939,3.679350068,5.441415188,18.63459003,158.2502761,182.498702,
Nauru,NRU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,99.43323059,0,0,,,76.63422484,77.66387077,78.71536524,
New Zealand,NZL,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1388.742042,2033.074818,2862.457748,3193.984827,3490.919573,3932.806754,6430.154266,14980.49605,17672.50026,
OECD members,OED,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009.95357,1290.556991,1746.171523,1990.542415,2411.809353,3053.00421,6460.779616,17149.78338,31352.43152,
Oman,OMN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.38512097,24.91458297,60.60555816,74.6386599,99.57142077,116.4657769,127.9240868,141.8793875,156.7455564,
Other small states,OSS,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.2951914,156.1093966,274.7212003,288.3004113,387.3163588,468.9647806,1317.610244,3478.745423,4682.988768,
Pakistan,PAK,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.590777272,0.796332107,1.281493538,1.714916837,2.452551261,3.409769604,31.66569761,115.0715794,109.1393008,
Panama,PAN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.9670414,166.4650829,232.5874975,258.1192182,328.863473,306.6659913,510.2700518,2151.325214,2141.55422,
Peru,PER,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.36941506,14.79617601,24.77396049,29.28731043,37.55355661,46.33954666,72.52789495,218.5769966,257.3364007,
Philippines,PHL,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.044335881,7.05241884,11.7885907,12.47072565,16.10734708,20.94733833,40.5348333,87.84551937,92.85346025,
